UNIQUE_ID,cluster_number,Dataset
c4801082957522502909,963,CCS
c3325712981262064957,963,CEN
c2378689619797354461,964,CCS
c5065870757404209200,964,CCS
c7074428253177317363,964,CEN
c1380500592428669258,965,CCS
c1423333894815291975,965,CEN
c3231203163850375930,966,CCS
c8043133243677285260,966,CEN
c7187344269780710934,968,CCS
c5676383225371521558,968,CEN
c5246067351604541691,969,CCS
c3054657997918715577,969,CEN
c1971176217138305467,970,CCS
c5123978912231562710,970,CEN
c4218456675944051998,971,CCS
c4909255384000988526,971,CEN
c8757541988126161496,972,CCS
c5291845999441200508,972,CEN
c1162923919685702443,973,CCS
c8556854469298558772,973,CEN
c9065317318825866864,977,CCS
c8520004665150992789,977,CCS
c1497267061552581581,977,CEN
c7311986425581363932,978,CCS
c3777371009316597994,978,CEN
c1389505446849337452,979,CCS
c7637711445288864530,979,CEN
c7991795150803821923,980,CCS
c3298601693245030112,980,CEN
c7677823172577296115,981,CCS
c5993670976964254931,981,CEN
c3374287401740853750,982,CCS
c2225022773045984990,982,CEN
c2427156588911907933,983,CCS
c8807601367147718701,983,CEN
c2215579987177780260,984,CCS
c7500124793486941128,984,CEN
c2963799287452715924,985,CCS
c7196732778692622647,985,CEN
c6080918779116737211,986,CCS
c8405583724679183543,986,CEN
c1671261754040631746,987,CCS
c7912104121887497390,987,CEN
c1253941369959881443,988,CCS
c8812843395047224018,988,CEN
c6261997126266533762,989,CCS
c2462406867898884366,989,CEN
c1018356879519128778,990,CCS
c3993154435573458893,990,CCS
c8281181609211251261,990,CEN
c3187060104547803214,991,CCS
c7801564510248852925,991,CEN
c1437542324307231154,992,CCS
c1794851260534927910,992,CEN
c5202234132869169076,993,CCS
c3580962618288921006,993,CEN
c1493221596107370484,994,CCS
c8773596766151017771,994,CEN
c6240644620562168807,995,CCS
c5672169666967943353,995,CEN
c4954495487170057409,996,CCS
c1050301173666416087,996,CCS
c8410921827607410324,996,CEN
c8019748395478382508,997,CCS
c4184886612726770676,997,CEN
c9041960655360878631,997,CEN
c7653005225281713023,998,CCS
c4035574585784044420,998,CEN
c1150868359978298411,999,CCS
c6663055398485102169,999,CEN
c6904815805272272106,1000,CCS
c3929057371762760328,1000,CEN
c1322167288690855279,1001,CCS
c6058549790410795728,1001,CEN
c5448825185295127392,1002,CCS
c8376630187102551443,1002,CEN
c5750908468217684406,1003,CCS
c6230694394846750931,1003,CEN
c5516505981503528864,1004,CCS
c8250509931149629996,1004,CEN
c2627095818467336360,1005,CCS
c8514548140253389418,1005,CEN
c5409326507987201794,1006,CCS
c2971472283501476518,1006,CCS
c4234014526798384519,1006,CEN
c8035232694862392098,1007,CCS
c4930561456848374603,1007,CEN
c2078458969529744183,1008,CCS
c7778884783268870747,1008,CEN
c4236380216043631025,1009,CCS
c5468355670974597042,1009,CEN
c7574125592750842114,1010,CCS
c1952380376545547563,1010,CEN
c8922110417070666307,1011,CCS
c3079102094161020098,1011,CEN
c1546469812532262190,1012,CCS
c5312006020792057047,1012,CEN
c1571469625445917013,1012,CEN
c3759963199065771779,1014,CCS
c5406429254514917052,1014,CEN
c5348051508283353882,1015,CCS
c8133589072449334153,1015,CEN
c4315053427523813680,1016,CCS
c5144999218985496783,1016,CEN
c2389868973710486276,1017,CCS
c2401996997627290096,1017,CEN
c3897692555153744968,1019,CCS
c8141490224061488149,1019,CEN
c5360959947521324235,1020,CCS
c4174960378807714583,1020,CCS
c1418612951573203665,1020,CEN
c1546097042359271978,1021,CCS
c4644763492474095168,1021,CEN
c3010751696305651988,1022,CCS
c7574844586362046178,1022,CEN
c6528499904688142325,1023,CCS
c3246201172957796535,1023,CEN
c9114883829440428084,1024,CCS
c1099717608113705046,1024,CEN
c3737979584823010943,1025,CCS
c9215339282432719593,1025,CEN
c4069913460831449066,1026,CCS
c6321479290927860878,1026,CEN
c8249312911002162598,1027,CCS
c3301783310164943318,1027,CEN
c7164272961766137110,1028,CCS
c6418249506627777692,1028,CEN
c2975578437188453086,1029,CCS
c2384413320151340834,1029,CEN
c2982437504165378043,1029,CEN
c4803021228671967600,1030,CEN
c5926339802165806298,1030,CCS
c2865936444990469118,1031,CEN
c4072276630139480061,1031,CEN
c4831856161764048289,1031,CCS
c7759073822519546434,1032,CEN
c2801169523199955341,1032,CCS
c3646542717430460002,1033,CEN
c7963670781361836610,1033,CCS
c9133596931407327045,1033,CCS
c3488514106351764417,1035,CEN
c1648893088325639678,1035,CCS
c5541126856079237333,1036,CEN
c3311579267275599712,1036,CCS
c7773190973563158072,1036,CCS
c3639242456340844855,1037,CEN
c5245466487507781456,1037,CCS
c2747629276064783066,1040,CEN
c1117893434678065586,1040,CCS
c2234357517951965630,1041,CEN
c5841338879186241357,1041,CCS
c7596110478219168375,1042,CEN
c2061468910088122738,1042,CCS
c4312925661450632870,1045,CEN
c9221442237890072736,1045,CCS
c1404966097878422709,1047,CEN
c6384265012754686190,1047,CCS
c5871947852273347010,1048,CEN
c7761171487402843289,1048,CCS
c1000411823068838114,1049,CEN
c6667752472805252409,1049,CCS
c3434289197218842591,1050,CEN
c1575072524135122056,1050,CCS
c9167251125886414969,1051,CEN
c5736550727449166893,1051,CCS
c2891869420386532730,1051,CCS
c1226571300152010246,1052,CEN
c7382709252199559094,1052,CCS
c3839429681660621867,1053,CEN
c9030868253515896163,1053,CCS
c5877806701292176760,1054,CEN
c7843048142390487709,1054,CEN
c5048058083851717809,1054,CCS
c5424996648133659076,1055,CEN
c1323329413994374704,1055,CCS
c4693810499394919142,1056,CEN
c8770527184724033887,1056,CCS
c4007203306282535501,1059,CEN
c3338598456983433941,1059,CCS
c4890542509801507462,1060,CEN
c3749481282181044160,1060,CEN
c9075496131628129002,1060,CCS
c3505022240497588104,1061,CEN
c3342950626551257440,1061,CCS
c5343589014303550768,1062,CEN
c2984824314979130430,1062,CCS
c6927723663000883207,1063,CEN
c5783068256950464049,1063,CCS
c6614995657537077776,1063,CCS
c2654503704444152009,1064,CEN
c6775236465182442496,1064,CCS
c4472386234694894649,1064,CCS
c1423065750235470874,1065,CEN
c2238105858524548378,1065,CCS
c7528590695512550106,1066,CEN
c3575019926354083238,1066,CCS
c3371750979838149351,1067,CEN
c5017323643949317724,1067,CCS
c2489600787243322430,1068,CEN
c2921887392437482368,1068,CCS
c2839208238802492795,1070,CEN
c7605949737355633827,1070,CCS
c8104539698023153918,1071,CEN
c4994817722385194858,1071,CCS
c5864241430331295136,1072,CEN
c7766080892580341273,1072,CCS
c4793342464895801279,1074,CEN
c3816440877581544545,1074,CCS
c7257926102087239880,1074,CCS
c2039927820505353331,1075,CEN
c5392235304285273961,1075,CCS
c5570695030565309264,1075,CCS
c3990619292890636203,1076,CEN
c9131188217101905061,1076,CCS
c3702921192528123276,1076,CCS
c9053456432093275546,1077,CEN
c4040436905171726136,1077,CCS
c7850755583036071156,1078,CEN
c8851256415152328180,1078,CCS
c2591189937307794933,1081,CEN
c5891881266808733007,1081,CCS
c4868569104412611666,1083,CEN
c8308138379845494308,1083,CCS
c4926631909006223621,1084,CEN
c7502156150662538995,1084,CCS
c6772382519621035417,1085,CEN
c1205282543270111035,1085,CEN
c5069045945753243973,1085,CCS
c6895478504398165893,1088,CEN
c1324758970973639211,1088,CCS
c6223271648226560034,1090,CEN
c6181687457175279277,1090,CCS
c4134835449296971275,1090,CCS
c5158299314253377727,1091,CEN
c2756029968798157864,1091,CEN
c5401954316673141521,1091,CCS
c5058657245307254458,1092,CEN
c1400146606366635308,1092,CCS
c4446885932014964389,1093,CEN
c2341130831861316125,1093,CCS
c6973082070230561641,1094,CEN
c3954688663027363934,1094,CCS
c2912417275907949006,1095,CEN
c1018474618895658376,1095,CCS
c6498753764928752746,1096,CEN
c6129572160858482115,1096,CCS
c8944478350616831458,1097,CEN
c8525355326448238707,1097,CCS
c6422242460415089247,1098,CEN
c4303395512910447523,1098,CCS
c2626661286707657423,1099,CEN
c9004326358069918620,1099,CCS
c8607149806962691579,1100,CEN
c3765127090127525231,1100,CCS
c7563056282270968755,1102,CEN
c2605761701369577220,1102,CCS
c1319002258953505736,1103,CEN
c5119028605360957667,1103,CCS
c1610623577513737128,1104,CEN
c8055275525100945468,1104,CCS
c4857282245939459180,1105,CEN
c7995319142069324235,1105,CCS
c5113306020055303701,1106,CEN
c6206103657947208241,1106,CCS
c3158818977355895550,1107,CEN
c1622349643330194505,1107,CCS
c6695971074368922219,1109,CEN
c9111975518228769599,1109,CCS
c4313857436268246734,1109,CCS
c4478919210023685266,1110,CEN
c3102731077307575244,1110,CCS
c5495401074552371439,1111,CEN
c7648363872482215790,1111,CCS
c1922460087941233255,1112,CEN
c5085852104038875526,1112,CCS
c6875484580341135422,1113,CEN
c6327021153515219404,1113,CCS
c3894489160354272661,1114,CEN
c2048431265185493037,1114,CCS
c8331166590143417005,1115,CEN
c4972511563850467135,1115,CCS
c5162003680281262052,1116,CEN
c6532455195744235224,1116,CCS
c4749232720317385380,1117,CEN
c1267901884677686715,1117,CCS
c6723100014007305788,1118,CEN
c8592026295084391100,1118,CCS
c7145839645055865860,1119,CEN
c6280743163687985580,1119,CCS
c4007509631538197183,1120,CEN
c3074654642859898028,1120,CCS
c5531580004304482437,1120,CCS
c3304932433122935666,1121,CEN
c3225470129733179502,1121,CCS
c3500943738044465495,1122,CEN
c3308283816900174614,1122,CCS
c1436841357182313292,1123,CEN
c7578061921103041961,1123,CCS
c3696847967995341992,1124,CEN
c1048840924092878937,1124,CCS
c8097658846374002228,1124,CCS
c6711184989790168989,1125,CEN
c5986374059555230433,1125,CCS
c9174959300043067389,1126,CEN
c3906437873041537335,1126,CCS
c2476485899380081753,1127,CEN
c3500445615572939465,1127,CCS
c4962931271385490198,1128,CEN
c4788273961414135261,1128,CCS
c3925671494451209137,1129,CCS
c2454793343428799185,1129,CEN
c5019253241773563635,1132,CCS
c2259020856033747214,1132,CEN
c3208533769216802650,1133,CCS
c4272091209051653995,1133,CEN
c1679622429918189333,1134,CCS
c2630715573829884419,1134,CEN
c7299782795569264106,1135,CCS
c7400421492426700760,1135,CEN
c4892021266350634816,1136,CCS
c2879118128183539995,1136,CEN
c5973991984694435149,1137,CCS
c8642849138958455145,1137,CEN
c1244390353920334506,1137,CEN
c1272296314488545068,1138,CCS
c6041282561613765219,1138,CEN
c8568245470702502764,1139,CCS
c3333889960673588418,1139,CEN
c1708368274795780161,1141,CCS
c2740988409882938756,1141,CEN
c7840959490899794149,1142,CCS
c8765684927720729213,1142,CEN
c5290358484459379328,1143,CCS
c8170472273352247939,1143,CEN
c8972338979085980755,1144,CCS
c1381234656654331017,1144,CEN
c7073645539201608664,1145,CCS
c1500234877572620728,1145,CEN
c2408995116941298523,1146,CCS
c5876862453568726740,1146,CEN
c4846779977983524849,1147,CCS
c3494214561757235800,1147,CEN
c5636644478804862766,1148,CCS
c5689493008420152102,1148,CEN
c4397830905257597687,1148,CEN
c3846098965810528341,1150,CCS
c7664301043416877902,1150,CEN
c3744138307883561754,1151,CCS
c8477546288357189185,1151,CEN
c3831281129985598627,1152,CCS
c7412196563050443528,1152,CEN
c7719955663715626915,1153,CCS
c2731843636474182677,1153,CEN
c4957556933849893212,1154,CCS
c8312717077064370535,1154,CEN
c8977381043317643551,1154,CEN
c4352011627933581117,1155,CCS
c2885936267046573197,1155,CEN
c2554631271041959729,1156,CCS
c3460198175167345528,1156,CEN
c3182171533798782829,1157,CCS
c5401326918518483182,1157,CCS
c8863133067519813568,1157,CEN
c4957632585081748421,1158,CCS
c5929284203398465124,1158,CEN
c1901103169605414863,1159,CCS
c2575652005431998639,1159,CEN
c4774515051355399100,1160,CCS
c5510033742000010278,1160,CEN
c6592194527541242666,1160,CEN
c8827105048455727180,1163,CCS
c3637255274979768976,1163,CEN
c5450708470917422342,1164,CCS
c7914807322797683702,1164,CEN
c3120786233905551065,1165,CCS
c7991430911664216614,1165,CEN
c2563018841487345095,1168,CCS
c7403758292270755226,1168,CEN
c5368194749026727909,1169,CCS
c8299055239184473843,1169,CEN
c7101082524169844272,1170,CCS
c4387915226832968238,1170,CEN
c8962403726200609991,1171,CCS
c1539703786980474402,1171,CEN
c7194494175701140214,1173,CCS
c5856370758706457830,1173,CEN
c1123059705152685250,1174,CCS
c1333868093559870488,1174,CEN
c3880762822998179670,1175,CCS
c3024844404963628508,1175,CEN
c9469931344538702242,1177,CCS
c6984406510526842044,1177,CCS
c6384682280904951068,1177,CEN
c9204665916442127166,1178,CCS
c2678124350479564887,1178,CEN
c3434744942645026856,1179,CCS
c4251958355468893903,1179,CEN
c5781871666888898458,1180,CCS
c1499790445075118329,1180,CCS
c2163269758091152589,1180,CEN
c6157065844132234078,1180,CEN
c6225402652472842439,1180,CEN
c5635482841660998122,1182,CCS
c7969332943809487248,1182,CEN
c5033698777277592575,1183,CCS
c4825657328105432571,1183,CEN
c1236120911364360504,1184,CCS
c4369695519251471849,1184,CEN
c6700339191060288885,1186,CCS
c6172504477181140859,1186,CEN
c4239547561901611561,1187,CCS
c8510917853247060131,1187,CEN
c4684377591742129439,1188,CCS
c2809520860283999301,1188,CEN
c3712932835301190201,1190,CCS
c1299535039800349380,1190,CEN
c3470223757852069652,1191,CCS
c3224042874810578435,1191,CEN
c3328990051643680918,1192,CCS
c2327657191553789083,1192,CEN
c8820381618080763603,1193,CCS
c8094014952420837206,1193,CEN
c3156759305466687499,1193,CEN
c9180099854617375354,1194,CCS
c1801253852894505655,1194,CEN
c6663007957526100103,1195,CCS
c8620909308223809400,1195,CEN
c5932072880038054235,1196,CCS
c2011759875076729071,1196,CEN
c2531281302262019244,1197,CCS
c3356681972836824912,1197,CEN
c1968714106977366106,1199,CCS
c4314810016676776982,1199,CEN
c1456367864776807444,1200,CCS
c8323721883255094244,1200,CEN
c3205609418621575453,1201,CCS
c7439589346111282676,1201,CEN
c1253077122850978216,1201,CEN
c4032407824262892069,1202,CCS
c7441911334766644007,1202,CEN
c8542858380985989586,1203,CCS
c7000151989233456741,1203,CEN
c1519255617636737105,1204,CCS
c7436317212474410055,1204,CEN
c4945291509700487337,1205,CCS
c8629325949359987577,1205,CEN
c1085976290748954744,1206,CCS
c4472442821748438740,1206,CEN
c6489375916741525027,1207,CCS
c6409975682155953423,1207,CEN
c2035097708064494678,1208,CCS
c3262636916800638632,1208,CEN
c8592538836547502285,1209,CCS
c7219457654416428105,1209,CEN
c8366972382367617468,1210,CCS
c9098051268972323886,1210,CEN
c8098837816044118269,1210,CEN
c1519546694448275645,1211,CCS
c7223242690239983325,1211,CEN
c8152316250998238631,1212,CCS
c1980027783877789550,1212,CEN
c6372348306459068915,1213,CCS
c2857873003774452718,1213,CEN
c3549089987940684438,1214,CCS
c2797787459154749309,1214,CEN
c5469837340676935430,1215,CCS
c8720160796393441195,1215,CEN
c7452462248957704150,1216,CCS
c6306302970424586819,1216,CEN
c8158736774888324206,1217,CCS
c7532081595227322721,1217,CEN
c5289156085033798111,1218,CCS
c7346976884337749565,1218,CEN
c5943210697385572510,1219,CCS
c4087482736032846219,1219,CEN
c2273372992952936214,1220,CCS
c2535635121959297735,1220,CEN
c6213595876314132707,1221,CCS
c1831343135004115869,1221,CEN
c3599863614470978943,1222,CCS
c5615382546671681434,1222,CEN
c4901613097471840949,1223,CCS
c7501009444871569506,1223,CEN
c2513666282780300456,1224,CCS
c6833024029205852181,1224,CEN
c8457305849978818965,1225,CCS
c3761036027452927036,1225,CEN
c8140075503990184634,1226,CCS
c3146432580061067673,1226,CEN
c2431071789798869215,1227,CCS
c6257287553020776421,1227,CEN
c3091991955534749662,1228,CCS
c3166572336064324992,1228,CEN
c2982162804751822199,1229,CCS
c4768414312886243437,1229,CEN
c1227089744956658150,1230,CCS
c7429709451983069861,1230,CEN
c3399801971218903557,1231,CCS
c7401283911906229670,1231,CEN
c6491451809080828028,1232,CCS
c6556422393198828704,1232,CEN
c7794761297970228050,1234,CCS
c2004194465727592241,1234,CEN
c4122295459002351073,1235,CCS
c3024110978693981125,1235,CEN
c8720884706354110537,1237,CCS
c8430167934615155781,1237,CEN
c6787239009120986691,1238,CCS
c8028257628626598597,1238,CCS
c8655840634863725031,1238,CEN
c4287867665173152403,1239,CCS
c5220303784619453774,1239,CEN
c6217135605920912072,1241,CEN
c1277125140924376103,1241,CCS
c4023199087249564612,1242,CEN
c6343653485920031443,1242,CCS
c1501221793411703754,1243,CCS
c7388176943076172132,1243,CEN
c8337030743087731385,1244,CCS
c5013694621881321855,1244,CEN
c6763298041750018635,1245,CEN
c6560887367427799263,1245,CCS
c7312269961841374299,1247,CEN
c4565170816298699100,1247,CCS
c9145755943593145775,1248,CCS
c2625442459956104872,1248,CEN
c7770016760979989194,1249,CCS
c3812931686855891930,1249,CEN
c5674120188746542205,1251,CEN
c3958791213840413475,1251,CCS
c4680580593577299903,1254,CEN
c2769334487810220684,1254,CCS
c4411289758462563488,1255,CCS
c6348359066048195446,1255,CEN
c8704664075143634486,1255,CEN
c8295031740703163083,1256,CEN
c8999185969366219638,1256,CCS
c8656790443203683593,1257,CCS
c4068874992307235956,1257,CEN
c6939540115638220057,1258,CCS
c1204111903673264038,1258,CEN
c7277267655385620560,1259,CEN
c1412144602549431535,1259,CCS
c3574227572586067042,1260,CEN
c1949628980264366912,1260,CCS
c7583916579615001537,1261,CEN
c7270707279898726412,1261,CCS
c3968768300872499346,1262,CCS
c9664253416837853342,1262,CCS
c6224592282642596262,1262,CEN
c3248509745465932584,1263,CCS
c8348718890029801285,1263,CEN
c9122500082440537576,1265,CCS
c8185331114973324690,1265,CEN
c1516854286891446559,1265,CEN
c4130243896034681145,1266,CCS
c6420502518298627669,1266,CEN
c3595689249254345121,1266,CEN
c2946120857730219243,1268,CEN
c1520583415797524983,1268,CCS
c5327847399545200410,1269,CEN
c2029960935442070032,1269,CCS
c8200496740445914564,1270,CEN
c1275037445219114821,1270,CCS
c5587768978930160846,1271,CEN
c5936323866720983409,1271,CCS
c3011964083626639736,1274,CEN
c6491131637799329985,1274,CCS
c8223505805782073735,1275,CEN
c8220704177192961972,1275,CCS
c3848228408605537534,1276,CEN
c3819583907333462656,1276,CCS
c4550189510175539810,1278,CCS
c5503452343988382892,1278,CEN
c8054845758390367431,1279,CEN
c4196752330712894518,1279,CCS
c1269249399142795627,1281,CEN
c3999903061534099584,1281,CCS
c3492985990894494823,1282,CEN
c4393836110472944696,1282,CCS
c3144183706203852839,1282,CCS
c4494173218253603067,1283,CCS
c4085337966221011301,1283,CEN
c6627733966945486926,1285,CCS
c5349767793331764453,1285,CEN
c6205431804823323975,1286,CEN
c4348709335807426638,1286,CCS
c5009065367577882510,1287,CCS
c5403796431852295138,1287,CEN
c5114730022026403069,1288,CEN
c8512418732394666808,1288,CCS
c1228711310205456958,1289,CCS
c6063035097746872560,1289,CEN
c6618984664471221836,1290,CCS
c1782982999937276764,1290,CEN
c2980215277967880141,1291,CEN
c6092529004619921910,1291,CEN
c6930658129598511568,1291,CCS
c3202786330799544810,1293,CEN
c1528659596615279955,1293,CCS
c3094618882726238310,1294,CEN
c6022412279576278700,1294,CCS
c7674412690761919127,1295,CEN
c1527165284067624423,1295,CCS
c5029958463119077261,1296,CEN
c2081841605041443678,1296,CCS
c5962950437020840171,1297,CEN
c2152953646723254791,1297,CCS
c1714480314611568566,1298,CCS
c3256443410759134104,1298,CEN
c5767947650287179985,1300,CEN
c1076580179284336012,1300,CCS
c7432083748232171907,1300,CCS
c6933797758738625492,1301,CEN
c6386201210114493325,1301,CCS
c4377862474622090970,1302,CEN
c5394703421963870710,1302,CCS
c8017982247906194166,1303,CCS
c1032526452134552419,1303,CEN
c1647853599071755002,1305,CEN
c7761560578309943258,1305,CCS
c8319220362771499504,1306,CCS
c5911653560016707889,1306,CEN
c8630928033493814614,1307,CCS
c4519423388972840568,1307,CEN
c4656292531430745704,1308,CEN
c1916882156248870896,1308,CCS
c4262355632872901484,1309,CEN
c4117217893180695850,1309,CCS
c7626151395814595379,1310,CEN
c8046500965270879551,1310,CCS
c7329896648783160200,1312,CEN
c8506723134945798929,1312,CCS
c7838408808076444563,1313,CCS
c6384787926561827478,1313,CEN
c5514527025905284278,1314,CCS
c2207256490499320614,1314,CEN
c1283482142903736964,1317,CEN
c5896907876988189063,1317,CCS
c6353677563228763792,1318,CCS
c2413471701639478346,1318,CEN
c6560959910458062971,1319,CCS
c7550607686583941425,1319,CEN
c7041444399702456439,1320,CCS
c6186485872897840921,1320,CEN
c3926264528463030538,1321,CCS
c7958267131956721282,1321,CEN
c6470915459905963145,1322,CEN
c6615383173818618068,1322,CCS
c3319112342445620464,1323,CEN
c6718170673408808120,1323,CCS
c4670384690725985024,1324,CCS
c6822322585770050472,1324,CEN
c3487653252271130743,1325,CEN
c4830552245545779101,1325,CCS
c7122236944059716805,1325,CCS
c3005645283892068829,1326,CEN
c9109807993595638069,1326,CCS
c2419269797976150753,1327,CEN
c3998839753068656815,1327,CCS
c4629586362561284591,1328,CCS
c6652093760362678273,1328,CEN
c1185642899793503078,1329,CEN
c5876770933647258435,1329,CCS
c8861762315114014714,1329,CCS
c8574640080191539209,1330,CEN
c8006315345345508801,1330,CCS
c6324013688077203440,1332,CCS
c4015011269966767272,1332,CEN
c5547555455352493708,1334,CCS
c2407185404481018172,1334,CEN
c1977711741772483154,1335,CCS
c3511374488009193429,1335,CEN
c2532253123323509723,1337,CEN
c6921194546963620422,1337,CCS
c2765173235623571051,1339,CEN
c4488026397926317359,1339,CCS
c9203603284459580072,1340,CEN
c5393484229093447140,1340,CCS
c7151289358461203310,1341,CCS
c2928774188099389867,1341,CCS
c3397031664174036525,1341,CEN
c3948831221240599973,1342,CCS
c8999455946475488419,1342,CEN
c5699704706282515895,1343,CCS
c6882273323870778179,1343,CEN
c7465300392171247308,1343,CEN
c8191467199588470161,1344,CCS
c5765361439626643502,1344,CEN
c4920361019024626159,1345,CCS
c6687866692345549104,1345,CEN
c4685841166949471100,1345,CCS
c5614749736431968027,1346,CCS
c3996025053219495966,1346,CEN
c7044292151990001629,1347,CCS
c2793931188976178696,1347,CEN
c3519035449659333104,1348,CCS
c8266864304606731702,1348,CEN
c2097698517466482980,1348,CCS
c7801665664239990024,1349,CEN
c1975162535849916865,1349,CCS
c5023577926888709016,1350,CEN
c6867992450310493088,1350,CCS
c7654016495523756785,1350,CEN
c8824301772973709262,1352,CCS
c5423822939713290867,1352,CEN
c8068965024879342279,1353,CCS
c2147488003182520903,1353,CEN
c7363451280095467160,1354,CEN
c8170292569529367703,1354,CCS
c2251333761685601685,1355,CCS
c4686504253123700735,1355,CEN
c7995941301245516104,1357,CEN
c3367008068515511480,1357,CCS
c5583090249576604864,1358,CCS
c3093836074553235225,1358,CEN
c7324565773114567115,1359,CEN
c3290598392441122645,1359,CCS
c6138638107070316795,1360,CEN
c8678043520078441097,1360,CCS
c5423299430859968715,1361,CEN
c1331323147637178604,1361,CCS
c1177801455966085400,1362,CCS
c1323846289072099712,1362,CEN
c2937286414279928270,1363,CEN
c7053984511452850314,1363,CCS
c3012728052515450640,1364,CEN
c8493712725589595443,1364,CCS
c1472890694856841567,1365,CEN
c4188217243002584378,1365,CCS
c5859996936013085079,1366,CEN
c7917341756961146661,1366,CCS
c2744274387025291262,1367,CEN
c4739637341507951272,1367,CCS
c4216649787708866642,1370,CCS
c7334827707439301027,1370,CEN
c4955151599994328676,1371,CCS
c5530081126085442429,1371,CEN
c7286299150370147913,1372,CCS
c5356462986067639581,1372,CEN
c4072748595828340533,1373,CCS
c4099489472513207389,1373,CEN
c8016647765618892060,1374,CCS
c2482684992304697617,1374,CEN
c5394257453713849671,1377,CEN
c9175604384146880564,1377,CCS
c8778798101642087269,1378,CEN
c1128467678915329600,1378,CCS
c2816376271273368567,1379,CEN
c3003663392086176916,1379,CCS
c1138412683677621283,1381,CEN
c2256341299186723947,1381,CCS
c3910891189962758602,1382,CEN
c1693630052418875048,1382,CCS
c3697593122864960945,1383,CCS
c8465681692825010496,1383,CEN
c7210214748837308305,1384,CEN
c1964227415781693194,1384,CCS
c7592148436846452347,1385,CCS
c6482720028929151006,1385,CEN
c2639850787120022893,1386,CCS
c4086181692761623178,1386,CEN
c4807114737412459694,1388,CCS
c9180780628735301461,1388,CEN
c1099418453728034519,1389,CCS
c6791358830583825066,1389,CEN
c1290331911423907481,1390,CCS
c7408215345223512126,1390,CEN
c5652012491874317623,1391,CCS
c4934525106798371599,1391,CEN
c6347417140902239482,1392,CEN
c2051944720609929085,1392,CCS
c1937228289566315080,1393,CCS
c4627408163171908792,1393,CEN
c6598504562154033916,1394,CCS
c4897539221834645860,1394,CEN
c3801112061008298197,1395,CCS
c2879632583173281138,1395,CEN
c9819988113779980896,1395,CCS
c8244400858996339895,1395,CCS
c5893770473535154790,1396,CEN
c9205011803278705780,1396,CCS
c3256334639938927309,1397,CCS
c5510468155306342174,1397,CEN
c4133896726186680164,1398,CEN
c7774333499952848225,1398,CCS
c1941411738799144075,1399,CCS
c6054494359814163481,1399,CEN
c7775907276368218925,1400,CEN
c3647762240287128790,1400,CCS
c4394891753667488669,1401,CEN
c7739801110459082163,1401,CCS
c8304366229196016731,1402,CEN
c5309258197143821291,1402,CCS
c5484615754842399345,1403,CEN
c7602780827040228443,1403,CCS
c4452819362691002382,1404,CCS
c4701928191149199789,1404,CCS
c3656302793106933544,1404,CEN
c3225692855726318741,1405,CCS
c5505021558976880887,1405,CEN
c1365498895079061853,1406,CEN
c3157485158303295069,1406,CCS
c2201705624226002995,1407,CEN
c7199983862135831269,1407,CCS
c3670015480669538088,1408,CEN
c5839194038256723345,1408,CCS
c8061152644603098483,1409,CEN
c1941143674846383717,1409,CCS
c8664745587524599675,1410,CCS
c2550270217951647274,1410,CEN
c4970176067587027975,1411,CCS
c2258382036787957883,1411,CEN
c3653164333400990589,1412,CEN
c8255920559730057340,1412,CCS
c1064394057246889297,1413,CCS
c3001099677672635114,1413,CEN
c1545887798486140951,1414,CEN
c8784200533026807241,1414,CCS
c6962095990105488812,1415,CEN
c2051146235368499944,1415,CCS
c2423456798543554077,1416,CCS
c2057963594591508297,1416,CEN
c5958658790387506819,1417,CCS
c6665566573179850577,1417,CEN
c5457724999318444931,1418,CCS
c7482332500025200304,1418,CEN
c1182836181733792738,1419,CEN
c8235280391695458595,1419,CCS
c2212793724627887508,1420,CEN
c2469510636712577066,1420,CCS
c3668125023179426064,1421,CCS
c2509028837811493400,1421,CEN
c8811463642643723156,1422,CEN
c4170663700395619427,1422,CCS
c2096538856459504378,1423,CEN
c6518448986152393265,1423,CCS
c1066034147324683800,1424,CCS
c2195493616365351051,1424,CEN
c8500997917421483498,1425,CEN
c4554563306371266484,1425,CCS
c2001041873979051721,1426,CCS
c8859501695473140017,1426,CEN
c9128264221195595710,1427,CCS
c8244683461629945827,1427,CEN
c8763606098893426995,1428,CEN
c8383041419700231287,1428,CCS
c4102498319604710224,1429,CEN
c8744768272154537778,1429,CCS
c4861152354214457417,1430,CCS
c7267608611699105748,1430,CEN
c2968279415325394370,1430,CCS
c2533016026650573568,1431,CCS
c7588319030516923139,1431,CEN
c3778105743226244396,1432,CCS
c8574933976952855934,1432,CEN
c8274796479848245268,1433,CCS
c3948413916724380378,1433,CEN
c8844975119750557340,1434,CEN
c7660598120848009396,1434,CCS
c1747936414957399058,1435,CEN
c5401491239067515174,1435,CCS
c6006394151746007913,1437,CCS
c9202325522861340931,1437,CEN
c7289955615648759377,1438,CEN
c6737642006244998877,1438,CCS
c2060170633721735784,1439,CEN
c9083753254101182911,1439,CCS
c3302563755190920597,1440,CCS
c1019569611272618342,1440,CCS
c3849368548319009584,1440,CEN
c8099816670005299747,1441,CCS
c7664545507693809527,1441,CEN
c3934977171484882294,1442,CCS
c8318954653319429700,1442,CEN
c7884277419709409926,1447,CEN
c2148412216903985808,1447,CCS
