HH_ID_CEN,HH_ID_CCS
h57914112773867069,h26188379203483502
h39691073435470585,h26188379203483502
h53782065668696258,h26188379203483502
h62845441656998562,h26188379203483502
h66256272232083835,h26188379203483502
h71396822830499953,h26188379203483502
h93702980192460742,h26188379203483502
h22722789825970377,h26188379203483502
h16865166023402341,h26188379203483502
h16093987546311486,h26188379203483502
h32184725138964497,h90166744881739593
h33132390042406360,h90166744881739593
h29243814984682774,h90166744881739593
h22404621304722842,h90166744881739593
h63070048721478557,h90166744881739593
h69300662338868852,h90166744881739593
h25767650391453161,h90166744881739593
h76368864881000053,h90166744881739593
h62284946320286827,h90166744881739593
h46901587369043241,h90166744881739593
h36482819329273924,h90166744881739593
h24205937416338781,h90166744881739593
h67203010051605155,h90166744881739593
h88288012169446111,h90166744881739593
h11934852229455379,h90166744881739593
h47929611930674011,h60156697447095951
h50410092661213238,h60156697447095951
h98522212958546392,h60156697447095951
h87125415423171386,h60156697447095951
h83833711314878499,h60156697447095951
h64773192520282067,h60156697447095951
h51046351207285980,h60156697447095951
h69119521459191979,h60156697447095951
h20090579332433754,h60156697447095951
h45841525935905756,h60156697447095951
h16986716683135011,h60156697447095951
h85097115706817413,h78710890822849651
h23894271717625517,h78710890822849651
h54216291545906995,h78710890822849651
h98443377905374061,h78710890822849651
h65813499134852425,h78710890822849651
h85391066849015123,h78710890822849651
h80388423007298729,h78710890822849651
h87938877442545471,h78710890822849651
h13173342467317259,h78710890822849651
h15703103200817662,h78710890822849651
h14462797525874031,h78710890822849651
h90385663778978399,h78710890822849651
h70370490533980487,h78710890822849651
h57871564764000853,h78710890822849651
h91043109429995684,h26484962682344483
h78611777008930170,h26484962682344483
h18886427564309550,h26484962682344483
h97119596147309570,h26484962682344483
h65172001961972484,h26484962682344483
h76304203135076980,h26484962682344483
h88308120041156248,h26484962682344483
h40082532813912188,h26484962682344483
h78327094299122841,h26484962682344483
h74770443325894335,h26484962682344483
h83920379612128121,h26484962682344483
h87248193340844685,h26484962682344483
h44211957721464138,h26484962682344483
h98906526837839550,h36953882809825279
h75137829161290387,h36953882809825279
h88564157136998450,h36953882809825279
h31386069396625079,h36953882809825279
h22578153155149629,h36953882809825279
h24078620684916405,h36953882809825279
h53520910271092035,h36953882809825279
h14953353384763083,h36953882809825279
h18295481912054425,h36953882809825279
h76997389575825470,h36953882809825279
h19860078006059998,h36953882809825279
h85348222556113947,h36953882809825279
h18436826850229229,h36953882809825279
h14385910588235681,h36953882809825279
h41728173007131828,h36953882809825279
h74505398014116383,h36953882809825279
h38077782540627921,h32318666546577218
h52475629580867674,h32318666546577218
h79041475374124201,h32318666546577218
h17530105540727507,h32318666546577218
h86623078306651450,h32318666546577218
h69843907088595652,h32318666546577218
h68259889397268085,h32318666546577218
h50889294490538004,h32318666546577218
h12189024253144423,h32318666546577218
h30456654772499974,h32318666546577218
h60549759071790968,h32318666546577218
h75079986566485268,h32318666546577218
h13137339413211047,h32318666546577218
h18127677730897960,h32318666546577218
h41089414631828075,h32318666546577218
h41687899663523317,h32318666546577218
h51915190594367750,h87814592442693741
h94537795328320905,h87814592442693741
h35812759105936725,h87814592442693741
h82590420072180402,h87814592442693741
h92333955011661025,h87814592442693741
h16029371764644897,h87814592442693741
h44399435008222720,h87814592442693741
h90279684175676017,h87814592442693741
h19991205645007437,h87814592442693741
h31742276464113984,h87814592442693741
h16841121194835658,h87814592442693741
h32906990279882129,h87814592442693741
h64167415144397202,h87814592442693741
h81917108941927185,h87814592442693741
h25759960640323410,h87814592442693741
h21997112676607292,h20087473405108035
h24671350809157020,h20087473405108035
h67304838409222301,h20087473405108035
h11549747174303599,h20087473405108035
h95292140201414744,h20087473405108035
h34250212941604376,h20087473405108035
h18122387270874948,h20087473405108035
h63611666498157238,h20087473405108035
h84951740987080586,h20087473405108035
h79952792173316988,h20087473405108035
h28009024212016566,h20087473405108035
h24579329161182606,h20087473405108035
h13463324797715651,h20087473405108035
h70135322765164033,h20087473405108035
h17124545872053816,h20087473405108035
h24263510810910200,h20087473405108035
h54433784199110549,h20087473405108035
h13289710034815388,h20087473405108035
h67543807603929621,h20087473405108035
h50963229472127246,h20087473405108035
h14981421388068543,h20087473405108035
h98070143008383021,h20087473405108035
h31807491506430317,h20087473405108035
h70146513406942059,h20087473405108035
h96320979933348780,h20087473405108035
h65849182722464634,h20087473405108035
h29000065159770621,h39313882530587661
h57268281527975911,h39313882530587661
h16467577002408133,h39313882530587661
h80926869265119339,h39313882530587661
h31627342553910716,h39313882530587661
h87272860440130038,h39313882530587661
h50411064354034311,h39313882530587661
h87089881628908348,h39313882530587661
h76331272014696429,h39313882530587661
h64817531762203573,h39313882530587661
h35604014294450133,h39313882530587661
h93570211231387578,h39313882530587661
h10976979644224336,h39313882530587661
h30046713276746666,h39313882530587661
h80109163611263614,h39313882530587661
h90007031937747753,h39313882530587661
h44719887580714933,h39313882530587661
h82431051261395046,h39313882530587661
h81046377741989296,h39313882530587661
h81780941780649917,h39313882530587661
h52819070435859335,h39313882530587661
h72105969972956223,h39313882530587661
h56330405820726473,h39313882530587661
h69977575055996629,h39313882530587661
h58572695661443411,h39313882530587661
h79457479071687796,h39313882530587661
h40438013408706350,h39313882530587661
h44184670022896574,h12055257140362620
h98269827962637717,h12055257140362620
h68846625708009763,h12055257140362620
h54326714526756670,h12055257140362620
h65385150515334585,h12055257140362620
h93329816565032039,h12055257140362620
h38026568001576684,h12055257140362620
h65673219216038002,h12055257140362620
h78209238253756017,h12055257140362620
h98025965145006033,h12055257140362620
h27534906497768207,h12055257140362620
h77111361844129204,h12055257140362620
h37596032700821612,h12055257140362620
h86374380324607830,h12055257140362620
h14219860743438844,h12055257140362620
h22846337927837202,h12055257140362620
h99965298611172059,h12055257140362620
h76142290432953018,h68047856491482065
h78814312200000111,h68047856491482065
h95036326800044736,h68047856491482065
h24161007204131380,h68047856491482065
h20936310842808903,h68047856491482065
h82968510397722898,h68047856491482065
h65263860846880798,h68047856491482065
h39648764698844303,h68047856491482065
h40354768752909814,h68047856491482065
h39278949985536124,h68047856491482065
h85221531944667971,h68047856491482065
h57576380029712175,h68047856491482065
h57027331416361870,h68047856491482065
h17570712251418476,h68047856491482065
h24471357557852669,h68047856491482065
h41964448830051400,h68047856491482065
h93873062280501357,h52187838588028731
h19471776191048536,h52187838588028731
h75781192090821882,h52187838588028731
h13374263756442854,h52187838588028731
h23214027921267327,h52187838588028731
h75783364266484870,h52187838588028731
h46074049294690405,h52187838588028731
h94821065584083701,h52187838588028731
h86253331728443609,h52187838588028731
h52965832526278619,h52187838588028731
h73289577061387034,h52187838588028731
h22272794038003277,h52187838588028731
h42197287166649695,h52187838588028731
h30979443837728405,h52187838588028731
h44232043381319095,h52187838588028731
h99046660192796422,h52187838588028731
h34234934838710349,h52187838588028731
h35363253202040937,h60350598621794121
h96689477283947718,h60350598621794121
h51366475632720912,h60350598621794121
h17111516074547056,h60350598621794121
h29017521915443158,h60350598621794121
h77370126889805384,h60350598621794121
h33040471932670277,h60350598621794121
h52251180571401290,h60350598621794121
h75200793145872847,h60350598621794121
h85921998759964794,h60350598621794121
h64285075754279344,h18753411459423485
h63923163976815916,h18753411459423485
h81708155170011647,h18753411459423485
h97171878329123224,h18753411459423485
h39290129285197494,h18753411459423485
h85063436139132276,h18753411459423485
h78182960263909195,h18753411459423485
h80138886778770974,h18753411459423485
h15974758146970929,h18753411459423485
h22855130764769736,h18753411459423485
h11411084862876378,h18753411459423485
h20382769631272824,h18753411459423485
h49297825714252598,h18753411459423485
h49489711983177130,h18753411459423485
h91615908739466137,h18753411459423485
h32067459748462947,h16613965179137396
h19145741411283445,h16613965179137396
h43965831140202067,h16613965179137396
h90147758337361670,h16613965179137396
h36529134746607224,h16613965179137396
h54151736028329822,h16613965179137396
h25096179434451040,h16613965179137396
h26807139935651518,h16613965179137396
h41693576192653058,h16613965179137396
h18953384127544267,h60126349252913098
h47308861272515517,h60126349252913098
h93200773095604561,h60126349252913098
h80042148896366914,h60126349252913098
h92939084271713157,h60126349252913098
h50262329436664180,h60126349252913098
h25277525001893214,h60126349252913098
h10789658563741834,h60126349252913098
h59675497329435292,h60126349252913098
h22925449685529022,h60126349252913098
h42182741267457430,h60126349252913098
h94653087944341787,h60126349252913098
h14636229712966184,h60126349252913098
h70783897524946758,h60126349252913098
h50725262678650972,h60126349252913098
h20225947195499787,h60126349252913098
h58802086447487840,h91228015531403106
h49397220736909373,h91228015531403106
h82472408582412475,h91228015531403106
h53984661442526888,h91228015531403106
h77163811716355256,h91228015531403106
h48857515438613381,h91228015531403106
h94960104439075596,h91228015531403106
h37170374110822936,h32071836734975043
h28478821161387619,h32071836734975043
h50868585962694826,h32071836734975043
h67390438913185032,h32071836734975043
h87588822530085005,h32071836734975043
h31501643535413326,h32071836734975043
h98118650382008553,h32071836734975043
h94291116368530240,h32071836734975043
h36099743554829762,h32071836734975043
h40196333900666791,h32071836734975043
h15241623094082229,h32071836734975043
h33676206408370147,h32071836734975043
h87553672814027296,h32071836734975043
h71337285712947984,h32071836734975043
h89030963442934028,h32071836734975043
h46338199967635294,h32071836734975043
h64561338418124895,h72265081769696076
h55935929348736763,h72265081769696076
h17786519129203788,h72265081769696076
h57596447888872481,h72265081769696076
h95784003448921861,h72265081769696076
h42295649504984391,h72265081769696076
h36442754642340930,h62404216122977327
h46979293375853611,h62404216122977327
h75468155018727515,h62404216122977327
h79795174560812378,h62404216122977327
h64230637115739027,h62404216122977327
h33901199105423249,h62404216122977327
h93063489487451936,h62404216122977327
h65557972242233913,h62404216122977327
h67758158199457483,h62404216122977327
h64588590803825276,h62404216122977327
h75096474029120138,h62404216122977327
h69514456657560091,h62404216122977327
h57985281873204105,h62404216122977327
h64947561897661788,h62404216122977327
h20410351575076922,h62404216122977327
h31434402666817198,h62404216122977327
h38581377810537497,h62404216122977327
h80218364487617716,h30106537039997047
h12528055390864499,h30106537039997047
h41144125576698520,h30106537039997047
h77669974104816264,h30106537039997047
h67749410726944087,h30106537039997047
h56964321349763685,h30106537039997047
h15370227797294300,h30106537039997047
h62435525756548509,h30106537039997047
h21271399972575498,h30106537039997047
h28586311386583375,h30106537039997047
h27463213476014955,h30106537039997047
h80819843755472293,h30106537039997047
h87595083247573476,h30106537039997047
h39672832942998205,h70122171469506066
h66086945151840321,h70122171469506066
h18689572912052296,h70122171469506066
h11646620802748470,h70122171469506066
h87042035819684765,h70122171469506066
h62967240189656003,h70122171469506066
h89343866090250894,h70122171469506066
h94544888582616956,h70122171469506066
h36889394125458808,h70122171469506066
h34570742574064427,h70122171469506066
h29267652529217497,h70122171469506066
h99948892597357799,h97975545809284798
h77959973918263599,h97975545809284798
h19234162890090458,h97975545809284798
h90606843087827206,h97975545809284798
h96104083616682852,h97975545809284798
h44502926884152556,h97975545809284798
h43126270968967958,h97975545809284798
h89443090997908853,h97975545809284798
h35597698272128445,h97975545809284798
h12556746164957639,h97975545809284798
h86971089308797615,h97975545809284798
h86689469276476686,h97975545809284798
h10717722194718138,h97975545809284798
h75294533828997216,h97975545809284798
h38185456814773146,h97975545809284798
h57965363676098588,h97975545809284798
h60632814501344797,h97975545809284798
h76796473951184517,h97975545809284798
h19602499746155213,h97975545809284798
h43385040425178303,h39261416051134701
h15126567214836772,h39261416051134701
h41271663625083191,h39261416051134701
h96053430032994509,h39261416051134701
h66126217170363644,h39261416051134701
h22883196743274934,h39261416051134701
h99188121193006405,h39261416051134701
h56463663609849950,h39261416051134701
h81398037976384143,h39261416051134701
h98124413482390622,h39261416051134701
h15625881833289668,h39261416051134701
h92014433818031626,h39261416051134701
h77082809317094710,h39261416051134701
h38329128875987987,h39261416051134701
h79421567432228510,h11728072643502644
h25665030523569238,h11728072643502644
h50918191124069357,h11728072643502644
h99710867242473138,h11728072643502644
h54777289419149610,h11728072643502644
h65228017919834724,h11728072643502644
h57109163501119720,h11728072643502644
h95871807211496095,h11728072643502644
h86268192676359212,h11728072643502644
h36683487151745765,h11728072643502644
h69955056228612660,h11728072643502644
h10802094614300440,h11728072643502644
h27611649548903166,h11728072643502644
h69335285026664062,h11728072643502644
h59504576984584277,h11728072643502644
h90837469665990263,h11728072643502644
h92261645153334715,h11728072643502644
h47297210088804487,h91848588386350858
h37216805025145241,h91848588386350858
h53731759211157359,h91848588386350858
h90290161072557527,h91848588386350858
h69431066459249626,h91848588386350858
h92710419163765429,h91848588386350858
h36424612561897996,h91848588386350858
h56433767973119155,h91848588386350858
h53296452318428354,h38178382364704656
h12846527342884390,h38178382364704656
h46176258517668298,h38178382364704656
h29308040779908879,h38178382364704656
h45651044038005314,h38178382364704656
h20869631119229745,h38178382364704656
h53986295613112189,h38178382364704656
h75494410194591920,h38178382364704656
h87059748592893021,h48399845337916817
h95625427154726688,h48399845337916817
h27678333378711094,h48399845337916817
h41949701133601192,h48399845337916817
h63145606398124341,h48399845337916817
h68976642082219441,h48399845337916817
h33661252518566859,h48399845337916817
h37369813790808572,h48399845337916817
h70605984258528061,h48399845337916817
h70957563139607299,h48399845337916817
h57586061633688629,h48399845337916817
h36547354717001831,h48399845337916817
h94940385872673949,h48399845337916817
h79029290391488101,h48399845337916817
h72309530608724974,h48399845337916817
h99845969046468183,h48399845337916817
h26186066616086772,h48399845337916817
h39629407930834396,h32920296209042621
h76717916925769439,h32920296209042621
h69593625908450326,h32920296209042621
h86261511737375691,h32920296209042621
h20023380192172022,h32920296209042621
h42738450669745361,h32920296209042621
h29039945412564997,h32920296209042621
h15958672445011468,h32920296209042621
h27584599773670619,h32920296209042621
h69087518423635413,h32920296209042621
h61989831276159584,h32920296209042621
h67938786156301588,h32920296209042621
h23320099199281534,h32920296209042621
h62061545570630196,h32920296209042621
h61685569358127104,h32920296209042621
h59386355053285546,h79245095526331372
h19069118542051577,h79245095526331372
h18161057807647143,h79245095526331372
h31556814169288007,h79245095526331372
h18083090131521521,h79245095526331372
h67144936007084762,h79245095526331372
h32432801740020576,h79245095526331372
h45660746274930737,h79245095526331372
h23563011642736241,h79245095526331372
h36788878321559402,h79245095526331372
h25561290929951812,h79245095526331372
h33564209006761776,h79245095526331372
h29670242993332569,h79245095526331372
h16182235063712260,h79245095526331372
h59076865378411010,h79245095526331372
h56724901906099815,h45225578479275764
h71336177070168556,h45225578479275764
h90357327482900047,h45225578479275764
h14825568509685941,h45225578479275764
h76442136268411556,h45225578479275764
h76504736454746576,h45225578479275764
h37351204715674348,h45225578479275764
h26514465701185311,h45225578479275764
h99228408881332597,h45225578479275764
h40919275217071860,h45225578479275764
h32850777035041773,h45225578479275764
h59407742135394540,h45225578479275764
h64721621458593813,h45225578479275764
h88432649019197862,h45225578479275764
h88953524291237685,h45225578479275764
h42933335399754157,h45225578479275764
h74850457687669476,h54663771728817857
h15846890270133188,h54663771728817857
h86738313091679737,h54663771728817857
h84952672437301489,h54663771728817857
h50554262779776235,h54663771728817857
h88812362741908343,h54663771728817857
h74605672012710588,h54663771728817857
h43014111048194449,h54663771728817857
h27817260053236324,h54663771728817857
h27588058963715085,h54663771728817857
h33897122974755062,h54663771728817857
h90525176098313738,h54663771728817857
h29027688199797637,h54663771728817857
h20472432039205410,h54663771728817857
h58220313441787409,h54663771728817857
h65940927994140400,h60706528052753048
h58440865480008349,h60706528052753048
h25825620360808614,h60706528052753048
h47097858303760584,h60706528052753048
h59345287063909463,h60706528052753048
h58953087505142401,h60706528052753048
h57587398957003855,h60706528052753048
h46736699182547625,h60706528052753048
h52530837448821016,h60706528052753048
h36476037998698678,h60706528052753048
h91022749978119697,h60706528052753048
h46766294489391458,h23451261496232711
h57305823645082001,h23451261496232711
h65676389253623671,h23451261496232711
h19020271010796596,h23451261496232711
h13866318582822790,h23451261496232711
h53538856252362221,h23451261496232711
h82987013448322532,h23451261496232711
h57228048415559748,h23451261496232711
h12932818223497893,h23451261496232711
h47937437046763393,h23451261496232711
h47668748281211792,h23451261496232711
h42027718333425915,h23451261496232711
h93491916544668703,h23451261496232711
h81090180459449664,h23451261496232711
h90601859172146906,h23451261496232711
h59961783468844763,h23451261496232711
h90337201247477473,h23451261496232711
h42894137804296853,h86123411679233165
h33481847482759735,h86123411679233165
h97054988068680968,h86123411679233165
h44241814291615552,h86123411679233165
h25974573932460208,h86123411679233165
h37847268790238417,h86123411679233165
h16857281203705682,h86123411679233165
h60259386453805050,h86123411679233165
h86559020396257833,h86123411679233165
h55506806649935588,h86123411679233165
h15603508584532150,h86123411679233165
h62990879432011213,h86123411679233165
h20709449943603635,h86123411679233165
h74324356657979493,h52825542006501964
h69896076817321819,h52825542006501964
h69671384489037248,h52825542006501964
h55606621932188223,h52825542006501964
h41496999756753254,h52825542006501964
h56094999884829951,h52825542006501964
h54688047814459548,h52825542006501964
h24698937379192793,h52825542006501964
h32628500009445464,h52825542006501964
h26679029499008535,h52825542006501964
h99733686879199385,h52825542006501964
h69164978009666091,h52825542006501964
h80438388457188970,h52825542006501964
h70180044459476856,h52825542006501964
h49645249740426259,h52825542006501964
h73383870924620238,h52825542006501964
h78100058767091782,h52825542006501964
h90473926336642975,h52825542006501964
h87112516038950165,h52825542006501964
h70745491181615520,h40598622594113859
h19374097152680240,h40598622594113859
h58406944831536060,h40598622594113859
h61112996619422022,h40598622594113859
h64494990291638303,h40598622594113859
h34653227676063310,h40598622594113859
h36385456684863387,h40598622594113859
h61698758147841765,h40598622594113859
h34070523196942553,h40598622594113859
h52381488737409946,h40598622594113859
h21749971441499462,h87078845142742326
h62064180274521134,h87078845142742326
h74901914640144160,h87078845142742326
h76272293209507233,h87078845142742326
h22969834307668189,h87078845142742326
h22841696961032777,h87078845142742326
h63173260180646182,h87078845142742326
h95059203613808799,h87078845142742326
h81173816069679651,h87078845142742326
h66003834604136007,h87078845142742326
h19874024496961518,h87078845142742326
h56551911144521585,h87078845142742326
h62957249843781764,h87078845142742326
h23577680600076702,h87078845142742326
h56786462831100272,h87078845142742326
h14655778076081808,h87078845142742326
h84027114839402982,h57865620496598214
h38849106566007181,h57865620496598214
h26679148780065250,h57865620496598214
h97923462200669213,h57865620496598214
h51788034973336014,h57865620496598214
h46667799479821591,h57865620496598214
h37417201571867818,h57865620496598214
h22332022810035854,h57865620496598214
h39029309926505105,h57865620496598214
h39761781036699787,h57865620496598214
h90466321312716656,h57865620496598214
h69781949982181160,h57865620496598214
h33262820165520439,h57865620496598214
h18783995708410608,h57865620496598214
h75693979332727709,h77678995803283670
h74630587946852445,h77678995803283670
h89837374661913831,h77678995803283670
h46583263690055081,h77678995803283670
h65487970449217259,h77678995803283670
h87854309805505674,h77678995803283670
h31664061449673900,h77678995803283670
h25331183676721228,h77678995803283670
h24318377490776124,h77678995803283670
h90264559396618439,h77678995803283670
h87385903906520429,h77678995803283670
h35396841364124206,h17642027363839928
h40651645761775332,h17642027363839928
h71761648043717071,h17642027363839928
h16121031964078951,h17642027363839928
h19728109679875226,h17642027363839928
h49832359893998238,h17642027363839928
h90672133937430760,h17642027363839928
h48566048886602223,h17642027363839928
h45232505555869814,h82512558614785605
h82625471240703324,h82512558614785605
h16928717503092525,h82512558614785605
h53545779107596576,h82512558614785605
h82590118794077396,h82512558614785605
h94920377485726727,h82512558614785605
h85838224488525331,h82512558614785605
h87368834837184795,h82512558614785605
h25166761759341885,h82512558614785605
h47367402837262204,h82512558614785605
h73106013078110815,h82512558614785605
h64504516237728715,h82512558614785605
h97862358379527882,h82512558614785605
h29795430702108402,h28741118058597344
h55106417546527602,h28741118058597344
h27913781157225326,h28741118058597344
h11138858191032472,h28741118058597344
h38446116311399572,h28741118058597344
h27444123692259473,h28741118058597344
h32384519777345114,h28741118058597344
h51663440491832603,h28741118058597344
h76377305627097280,h28741118058597344
h68708345583281518,h28741118058597344
h97204704434185333,h28741118058597344
h84783255203405503,h92605341477762589
h23119071510214401,h92605341477762589
h95630818910757604,h92605341477762589
h65671230351095642,h92605341477762589
h82243443068333689,h92605341477762589
h11019841512123185,h92605341477762589
h16813162775407769,h92605341477762589
h28348362275892362,h92605341477762589
